User,Tweet
Trump War Room - Text TRUMP to 88022,"Joe Biden admits his Green New Deal agenda to shut down the U.S. energy industry will “sacrifice” jobs. 

Now he's trying to use the coronavirus to ram it down our throats.

Biden couldn’t lead the U.S. economy out of a paper bag, let alone the coronavirus crisis. https://t.co/cGL9wc3eM7"
Joy Reid,Next Coronavirus Bill Is the Last Chance to Save the Election -- and it MUST include nationwide vote by mail https://t.co/FjiQ4vwRxY
viniciusduarte,"""é curioso que, para definir as medidas contra o coronavírus, só se ouça a opinião de médicos infectologistas""

Caio Coppola é burro demais"
Morgan Ortagus,"The U.S. welcomes China’s call to combat the #COVID19 pandemic together. We urge Beijing to share all virus data, let intl teams investigate how the outbreak began in China, &amp; allow citizens free speech. True cooperation requires transparency &amp; real actions, not just rhetoric. https://t.co/zCeyJQwReZ"
NBC News,"Coronavirus in the US: A map of where cases have been confirmed across the country.

This map is continuously updated as data comes in. https://t.co/e4nmCrlHve https://t.co/nlkzYWdp9n"
HSHQ,"Stay Home. Stay Safe. Protect Each Other. Now available in the Official Store: https://t.co/ViMWlk8TTD

100% of profits to be donated to the #COVID19 Solidarity Response Fund for the @WHO, powered by the @UN Foundation. #WorldHealthDay https://t.co/e4TvBX1YaS"
Oriol Mitja,"#COVID19: He aceptado asesorar al @govern sobre las medidas de control de la infección en la fase post-confinamiento, sin remuneración, sin contrato, sin afiliación, con independencia y con mucho gusto de poder ayudar.

Medida 1: coordinar iniciativas de la sociedad civil. https://t.co/LhN4sEiQf4"
Jennifer Zeng 曾錚,"Somewhere in #Wuhan, people moving body secretly as ""zero new cases"" has become a political task, and communities dare not break the ""zero new cases"" record, so they arrange to have the body moved at midnight. 
#CCPVirus #COVID2019 #Coronavirus #CoronavirusPandemic https://t.co/L2doNCTT1A"
Ronald Klain,"The core of Trump's defense of his handling of the #coronavirus crisis is his claim that he acted first and boldly in banning travel from China.

This claim is false.  

https://t.co/dtgzfKyogF"
Joe Scarborough,"“Trump’s supporters have financial interests in the issue. Sanofi’s largest shareholders include Ken Fisher’s firm, a major donor to Trump. Trump’s three family trusts have each had investments in a mutual fund whose largest holding was in Sanofi.” ⁦ https://t.co/gSiDrX33I8"
Guillaume Blardone ☀️,"On a envoyé un pilote testé positif au Covid19 pour les convoyer et désormais placé en quarantaine par les autorités chinoises.
Si.
Si si.

C’est la toute 1ère fois de ma vie que je pleure de rire ET de désespoir.

https://t.co/zf3KSs1iLJ"
Rep. Pramila Jayapal,"How can you be essential and “illegal” at the same time?
 
It’s time to legalize status for the  undocumented essential workers who are keeping our economy going &amp; on the frontlines of #COVID19: farmworkers, health care workers, domestic workers, &amp; more https://t.co/c68XKqKO8m"
Sam Baker,CORONAVIRUS BRINGS OUT THE TRUTH https://t.co/CMoYBfSSda
Philippe Murer 🇫🇷,"2 avions cargos avec 16 millions de masque pour la France sont bloqués à Shangaï.
Pourquoi? Le pilote français n'a pas été testé en France, a été testé positif (test obligatoire) en Chine au Coronavirus. 
Il ne peut pas revenir car il est positif.
👏👏👏pour l'organisation https://t.co/lmVDQnahHb"
Conflits,"🇨🇳 FLASH INFO - La docteur Ai Fen, chef des urgences de l'hôpital central de #Wuhan et lanceuse d'alerte sur le #coronavirus, a disparu depuis 2 semaines. Elle avait donné une interview début mars en affirmant que les autorités avaient tenté de la faire taire. (60min) #COVID19"
Kensington Palace,"Our thoughts are with the Prime Minister and his family, who like so many in the UK and around the world are affected by coronavirus. We wish him a speedy recovery at this difficult time. W"
Angry Staffer,"SCOTUS: we are postponing all oral arguments because of coronavirus

Also SCOTUS: why would we extend absentee voting because of coronavirus? Go stand in line, peons."
Babajide Sanwo-Olu,"Dear Lagosians, 

I announce with immense joy, the discharge of another patient (a female) who has fully recovered from our facility at Yaba. This brings to 32, the number of patients we have successfully managed and discharged in Lagos. 

#COVID19"
Donald Trump Jr.,"Detroit, Michigan: Dem rep credits hydroxychloroquine — and Trump — in coronavirus fight https://t.co/cHTliYjJK8"
Aaron Rupar,"On Feb 23, Trump was sent memo warning 2 million Americans could die from Covid https://t.co/2ZUooAyA41

3 days later, Trump said, ""we’re going to be pretty soon at only 5 people, and we could be at just 1 or 2 people over the next short period of time."" https://t.co/0O6IouQhJJ"
gifdsports,Tracy Morgan really out here telling Hoda he's impregnating his wife 3 times...talking about Coronavirus sex role-playing ...😂 https://t.co/ZbanQZRYtf
KKMPutrajaya,"Latest update of the #COVID19 in  Malaysia, April 7. 

Of the 3,963 confirmed cases, 33% or 1,321 had recovered while 1.6% or 63 resulted in deaths. 

The second phase of the Movement Control Order (MCO) begins Apr 1, while 5 areas have been placed under Enhanced MCO. https://t.co/t3pengZFRh"
Ivanka Trump,"Let’s join the global community in sending love, gratitude and appreciation to all the brave health workers on the frontline in the fight against #COVID19 — risking their own lives to save others.

You are an inspiration to us all. Thank you! 
#WorldHealthDay #WorldHealthDay2020 https://t.co/tO9Yfzwbjb"
Piers Morgan,"BREAKING: Massive spike in UK #coronavirus deaths - 854 more reported in past 24hrs, the highest daily increase so far. 
UK death total now over 6000. 
Very grim day in the virus war. https://t.co/qAru7ZXEYW"
Goyo Fermoselle 🇪🇸,"Mañana cuando salgan a contar el número de fallecidos de las últimas 24 horas por coronavirus, uno de ellos será mi abuelo.

Los que tengáis fe, rezad por él"
PoliticsVideoChannel,"BREAKING: President Donald Trump has a “small financial interest” in the maker of hydroxychloroquine, an anti-malarial drug that he has been touting as a “game changer” in treating coronavirus."
Paul Joseph Watson,"CBS News posted a video of a crying nurse who claimed she was forced to quit her job after being asked to work in a coronavirus ICU without a face mask, only for it to emerge that the woman hadn’t worked at the hospital for over a year.

https://t.co/NY1RdtceRt"
CAP Action,"PRIORITIES: Trump is picking fights on Twitter while Americans die from the coronavirus.

Chaos has a price. https://t.co/d7qFxIOUJu"
Kyle Griffin,"Career health officials have been warned not to publicly speak out and potentially contradict Trump on hydroxychloroquine.

Health officials have been told to prioritize anti-malaria drugs over other projects that scientists believe have more potential.
https://t.co/wpiizLUE0k"
Tom Fitton,"'I’m out in the public eye': Chicago mayor rebukes criticism for getting haircut during #coronavirus shutdown. Rules for thee, not for me. End this absurd and abusive shutdown and let people get back to their lives.  https://t.co/Ody45FXgow"
Catturd ™,"What have Democrats in Congress done to help with coronavirus?

1) Blame and investigate Trump.
2) Protect China.
3) Give trillions to their friends instead of the people
4) Try to ballot harvest to cheat the election in November.
5) Release prisoners

THE END!"
Santiago Abascal,"¿Va a tratar a Bloomberg como fakenews el gobierno de Sánchez e Iglesias y su brigada mediática del amanecer?
¿Le suspenderá la cuenta Ana Pastor?
https://t.co/K5ESW1XCEk"
Molly Jong-Fast🏡,In 10 days New Zealand may have Eliminated coronavirus...... https://t.co/HAVVnxoxmi
Eduardo Bolsonaro🇧🇷,"PRIORIDADE: VIDA OU POLÍTICA?

🇺🇸Univ. Albany: pesquisa efeitos da hidroxicloroquina em 4.000 pacientes em NY

🇦🇺(AUS) Univ. Monash: antiparasita ivermectina destruiu em 48h o coronavírus em testes in vitro

🇧🇷UFRJ: pesquisa sobre robôs na internet para tentar desgastar Bolsonaro https://t.co/XLkYfgAaTv"
T r o l l F o o t b a l l,If you had to sacrifice one football club to end the Coronavirus right now… who would it be and why the Liverpool FC?
ANI,"Today 69 people tested positive of which 63 persons are those who attended Tableeghi Jamaat event in Delhi.
Total number of positive cases in the state rises to 690 of which 636 are Tableeghi Jamaat attendees: Beela Rajesh,Tamil Nadu Health Secretary #COVID19 (file pic) https://t.co/WfvVS4i1CQ"
Shannon 🩸🦷,"New @ewarren proposal to protect our November elections: 
✅ Nationwide vote by mail
✅ 30 days early vote 
✅ No voter roll purges
✅ End ID requirements 
✅ $4b to states for the transition
✅ Additional funds to USPS
✅ Hazard pay for poll workers 
https://t.co/h2C7kEPMyz"
Shiv Aroor,"JUST IN: 69 new #Covid19 cases in Tamil Nadu, of which 63 are Tableeghi Jamaat cases. State total now at 690"
Have I Got News For You,Live scenes as Jacob Rees-Mogg thinks about how much money his investment firm will make from the coronavirus crisis: https://t.co/wd366yJwAJ
Mark R. Levin,"Stupidity virus still spreading throughout the media, no cure in sight
https://t.co/lkE9TZFR1a"
ANI,"HLL Lifecare Limited, a Central Government Enterprise under Ministry of Health &amp; Family Welfare has developed rapid antibody diagnostic kit for #COVID19. https://t.co/M8OCfqMjaF"
Anne Applebaum,"""If somebody else had been president...Hillary Clinton, Jeb Bush, Mike Pence, really almost anybody else—the United States would still have been afflicted by the coronavirus. But it would have been better prepared, and better able to respond."" https://t.co/fzIK8DlOdG"
Alberto Fernández,"Quiero aprovechar el #DíaMundialDeLaSalud para reivindicar la salud pública y agradecerles infinitamente a los y las profesionales que día a día le ponen el cuerpo a la lucha contra el coronavirus en todo el país.

Hagamos algo por ellos: quedémonos en casa. https://t.co/XtBwHtg0BM"
Andrea Junker,"Raise your hand if you believe that Donald Trump and his family own stocks in companies producing coronavirus test kits, masks, hydroxychloroquine, or coffins plus body bags. ✋🏼"
ABC News,"Husband found out he could not attend his wife's chemotherapy appointment because of hospital restrictions due to coronavirus pandemic, so he showed up with a sign in the parking lot outside her window. https://t.co/DgKtfkRS8U https://t.co/g83CQP5pCH"
Kyle Griffin,Reps. Ted Lieu and Ruben Gallego have sent a letter to Secretary of Defense Mark Esper asking him to fire Acting Secretary of the Navy Thomas Modly for his insults towards Captain Brett Crozier. https://t.co/ds9JNizAdm
🇺🇸 ERIC BOLLING 🇺🇸,"Question for all those complaining about @realDonaldTrump and Hydroxychloroquine.. 
If your parent or child comes down with #COVID19, will you ask for doses for them?
or wait to see the latest round of testing conclusion?

Reminder: drug has already been vetted (LUPUS/Arthritis)"
Conflits,"🇫🇷 IMPORTANT : Emmanuel #Macron va s'exprimer jeudi à propos du #coronavirus. Il devrait faire le point sur l'état du #confinement, sur le calendrier, et la situation sanitaire globale en France. (Europe 1) #COVID19 #confinementjour22"
Omar Jimenez,"This is at one of only five voting locations in Milwaukee, the others couldn’t open due to worker shortages. Five out of their typical 180 polling places. #COVID19 #ElectionDay"
Mark R. Levin,"Israel speeding toward a vaccine
https://t.co/uGVAGK9qdN"
Omar Jimenez,"In the middle of the coronavirus pandemic, THIS is the line for in person voting as the polls open for Election Day in Wisconsin.  #COVID19 #ElectionDay https://t.co/WplsSHy9RF"
